comment,processed_data
Record keeping and permit generation - required to do processes inside of Connect and duplicate the process outside of it as well due to inadequacies in the system.,"['record', 'keeping', 'permit', 'generation', 'require', 'process', 'inside', 'connect', 'duplicate', 'process', 'outside', 'inadequacy', 'system']"
"Automation in ERA assessment has proved ineffective. Going through the automation process is required to generate a permit etc., however the actual ability to untertake assessment within this process is severely curtailed, leading to parallel assessment undertaken outside of the process. This is inefficient.","['automation', 'era', 'assessment', 'prove', 'ineffective', 'go', 'automation', 'process', 'require', 'generate', 'permit', 'etc', 'actual', 'ability', 'untertake', 'assessment', 'process', 'severely', 'curtail', 'lead', 'parallel', 'assessment', 'undertake', 'outside', 'process', 'inefficient']"
Removal of partial automation of the ERA permitting process through Condition Manager.,"['removal', 'partial', 'automation', 'era', 'permit', 'process', 'Condition', 'Manager']"
Use of a fit for purpose database in place of trying to overengineer adapted workflows through a system; effective use MyDAS as opposed to Connect.,"['use', 'fit', 'purpose', 'database', 'place', 'try', 'overengineer', 'adapt', 'workflow', 'system', 'effective', 'use', 'MyDAS', 'oppose', 'connect']"
briefing notes/reporting. Minor errors in formatting eg. odd double space and whole doc comes back or get reprimanded for poorly constructed docs. Content should be more valueable then missing one space! ,"['briefing', 'note', 'report', 'minor', 'error', 'format', 'eg', 'odd', 'double', 'space', 'doc', 'come', 'reprimand', 'poorly', 'construct', 'doc', 'Content', 'valueable', 'miss', 'space']"
"I believe the above approval processes need to be review due to un-necessary impact of the delivery of the departments business. Recent changes to financial delegations regionally to manage the lack of budget guidance, means the approval level for all expenditure are un-reasonably high and do not facilitate efficient resourcing.   ","['believe', 'approval', 'process', 'need', 'review', 'un', 'necessary', 'impact', 'delivery', 'department', 'business', 'recent', 'change', 'financial', 'delegation', 'regionally', 'manage', 'lack', 'budget', 'guidance', 'mean', 'approval', 'level', 'expenditure', 'un', 'reasonably', 'high', 'facilitate', 'efficient', 'resourcing']"
"Whilst I recognise the value in the tracking of documents through MECS, I believe there is un-necessary and in-efficient delays in the progress of items down to the respective division both when the item comes in or when re-work required. Due to the consideration of items at multiple levels, the time afforded to the author is typically significantly reduced by the time take for times to be allocated.  I believe there has been significant investment into the space of duplicated and streamlined work. This however remains a significant blocker for the deliver of efficient and effective work with officers required to record information in multiple systems. Whilst there may be a necessary requirement for these actions to occur, there is a potential for the department to invest in technological advances to improve efficiency. Including the use of AI and Bots to undertake remedial tasks which typically contribute negatively to the perceived red-tape.  ","['whilst', 'recognise', 'value', 'tracking', 'document', 'MECS', 'believe', 'un', 'necessary', 'efficient', 'delay', 'progress', 'item', 'respective', 'division', 'item', 'come', 'work', 'require', 'consideration', 'item', 'multiple', 'level', 'time', 'afford', 'author', 'typically', 'significantly', 'reduce', 'time', 'time', 'allocate', 'believe', 'significant', 'investment', 'space', 'duplicate', 'streamlined', 'work', 'remain', 'significant', 'blocker', 'deliver', 'efficient', 'effective', 'work', 'officer', 'require', 'record', 'information', 'multiple', 'system', 'whilst', 'necessary', 'requirement', 'action', 'occur', 'potential', 'department', 'invest', 'technological', 'advance', 'improve', 'efficiency', 'include', 'use', 'AI', 'Bots', 'undertake', 'remedial', 'task', 'typically', 'contribute', 'negatively', 'perceive', 'red', 'tape']"
"Through the implementation of new systems including external interfaces, the department has reduced red-tape required for the approval of some permits and approvals. Furthermore, there are examples of other departments adopting externally facing Bots which will provide responses to customers and clients on simple and questions and enquiries, this reduced the red-tape required for the customer services teams allowing for greater efficiency in resource allocation.","['implementation', 'new', 'system', 'include', 'external', 'interface', 'department', 'reduce', 'red', 'tape', 'require', 'approval', 'permit', 'approval', 'furthermore', 'example', 'department', 'adopt', 'externally', 'face', 'bot', 'provide', 'response', 'customer', 'client', 'simple', 'question', 'enquiry', 'reduce', 'red', 'tape', 'require', 'customer', 'service', 'team', 'allow', 'great', 'efficiency', 'resource', 'allocation']"
"There is great advancements occuring within the technology section including AI, information mining and Bot creation to take on remidial tasks that would typically fall to a department officer. This is not a process to removed the need for staff but provided an opportunity for more effective resource allcoation to imrove overall efficiency and service delivery. One example of this is the work currently being done by the departments Digital team for which the Northern ESR region has engage. the Digital team is investigating options for infromation storage moving forward including information/record mining to replace a need for individual staff saving departmental records to our record keeping system. This will allow for more efficient record keeping and allow resources to be focus on high priority tasks including investigating environmental harm.","['great', 'advancement', 'occur', 'technology', 'section', 'include', 'AI', 'information', 'mining', 'Bot', 'creation', 'remidial', 'task', 'typically', 'fall', 'department', 'officer', 'process', 'removed', 'need', 'staff', 'provide', 'opportunity', 'effective', 'resource', 'allcoation', 'imrove', 'overall', 'efficiency', 'service', 'delivery', 'example', 'work', 'currently', 'department', 'Digital', 'team', 'Northern', 'ESR', 'region', 'engage', 'Digital', 'team', 'investigate', 'option', 'infromation', 'storage', 'move', 'forward', 'include', 'information', 'record', 'mining', 'replace', 'need', 'individual', 'staff', 'save', 'departmental', 'record', 'record', 'keeping', 'system', 'allow', 'efficient', 'record', 'keeping', 'allow', 'resource', 'focus', 'high', 'priority', 'task', 'include', 'investigate', 'environmental', 'harm']"
poorly written legislation and/or overly proscriptive policies using a broad brush stroke to apply the policy to all licence holders when could finesse this for less risky activities,"['poorly', 'write', 'legislation', 'overly', 'proscriptive', 'policy', 'broad', 'brush', 'stroke', 'apply', 'policy', 'licence', 'holder', 'finesse', 'risky', 'activity']"
EA holders are required to submit a surrender application for relinquishment of sub-blocks on a resource tenure even if there has been no disturbance on those sub-blocks.  Progressive sub-block relinquishment is a DNRME requirement so multiple partial surrender applications required over life of tenure.  DES is required to assess surrender application and issue new version of the permit that is identical to the previous version so no actual change.  A relatively high volume of applications that fit this category are submitted each week ,"['EA', 'holder', 'require', 'submit', 'surrender', 'application', 'relinquishment', 'sub', 'block', 'resource', 'tenure', 'disturbance', 'sub', 'block', 'progressive', 'sub', 'block', 'relinquishment', 'DNRME', 'requirement', 'multiple', 'partial', 'surrender', 'application', 'require', 'life', 'tenure', 'DES', 'require', 'assess', 'surrender', 'application', 'issue', 'new', 'version', 'permit', 'identical', 'previous', 'version', 'actual', 'change', 'relatively', 'high', 'volume', 'application', 'fit', 'category', 'submit', 'week']"
Establishment management program (EMP) submissions required to fill any position temporarily or permanently rather than trusting management to understand their business and simply set a vacancy management rate target for management to meet.  Management know their business best including which positions to fill and which to leave vacant,"['establishment', 'management', 'program', 'emp', 'submission', 'require', 'fill', 'position', 'temporarily', 'permanently', 'trust', 'management', 'understand', 'business', 'simply', 'set', 'vacancy', 'management', 'rate', 'target', 'management', 'meet', 'management', 'know', 'business', 'good', 'include', 'position', 'fill', 'leave', 'vacant']"
